Survey,StationCode,Latitude,Longitude,Region
EDSM,18-27-CS01,38.2993,-121.72953,CacheSloughComplex
EDSM,19-05-CS02,38.29961,-121.69301,CacheSloughComplex
EDSM,20-14-CS04,38.30017,-121.7299,CacheSloughComplex
EDSM,18-09-SRU01,38.30034,-121.56925,CacheSloughComplex
EDSM,19-14-CS06,38.30138,-121.72993,CacheSloughComplex
EDSM,19-03-CS05,38.30156,-121.65834,CacheSloughComplex
EDSM,19-49-CS05,38.30166,-121.69302,CacheSloughComplex
EDSM,18-52-LSSC03,38.302,-121.65507,CacheSloughComplex
DJFMP,LI010W,38.302191,-121.6910438,CacheSloughComplex
EDSM,19-05-CS05,38.30224,-121.65829,CacheSloughComplex
EDSM,19-09-LSSC01,38.30233,-121.65427,CacheSloughComplex
DJFMP,LI010E,38.302559,-121.6677872,CacheSloughComplex
EDSM,CS2,38.30260603,-121.6542522,CacheSloughComplex
EDSM,20-02-CS14,38.30359,-121.6931,CacheSloughComplex
EDSM,19-03-LSSC03,38.30382,-121.65515,CacheSloughComplex
EDSM,18-19-SRU02,38.30385,-121.5729,CacheSloughComplex
DJFMP,SS011N,38.30472188,-121.5749397,CacheSloughComplex
EDSM,19-53-CS01,38.30482,-121.72999,CacheSloughComplex
EDSM,18-21-SRU01,38.30524,-121.57251,CacheSloughComplex
EDSM,18-26-SRU01,38.30553,-121.59916,CacheSloughComplex
EDSM,19-26-CS03,38.30656,-121.69249,CacheSloughComplex
EDSM,18-53-CS03,38.30726,-121.69266,CacheSloughComplex
EDSM,17-52-CS01,38.30736,-121.73276,CacheSloughComplex
EDSM,20-09-CS06,38.3074,-121.66733,CacheSloughComplex
EDSM,18-33-CS01,38.3077,-121.667,CacheSloughComplex
EDSM,19-17-CS06,38.30774,-121.65701,CacheSloughComplex
EDSM,20-13-CS03,38.3078,-121.69272,CacheSloughComplex
EDSM,18-25-CS01,38.30851,-121.66698,CacheSloughComplex
EDSM,20-15-CS01,38.30933,-121.65668,CacheSloughComplex
EDSM,18-22-CS01,38.30978,-121.66708,CacheSloughComplex
EDSM,18-22-SRU01,38.31026,-121.57667,CacheSloughComplex
EDSM,20-04-CS08,38.3105,-121.66731,CacheSloughComplex
EDSM,19-18-CS06,38.3108,-121.66715,CacheSloughComplex
EDSM,18-19-CS01,38.31155,-121.65613,CacheSloughComplex
EDSM,19-31-CS01,38.31207,-121.69304,CacheSloughComplex
EDSM,18-06-CS02,38.31267,-121.69298,CacheSloughComplex
EDSM,18-18-CS02,38.31284,-121.65263,CacheSloughComplex
EDSM,18-35-CS01,38.3134,-121.66736,CacheSloughComplex
DJFMP,LI011E,38.313598,-121.6676653,CacheSloughComplex
EDSM,19-28-CS01,38.31377,-121.69304,CacheSloughComplex
EDSM,20-02-CS05,38.31394,-121.65537,CacheSloughComplex
EDSM,19-23-CS05,38.31396,-121.65537,CacheSloughComplex
EDSM,18-08-CS02,38.31404,-121.69265,CacheSloughComplex
EDSM,18-30-CS01,38.31423,-121.66734,CacheSloughComplex
EDSM,20-12-CS04,38.3143,-121.66713,CacheSloughComplex
EDSM,20-11-CS05,38.31468,-121.69337,CacheSloughComplex
EDSM,19-13-CS03,38.31515,-121.69275,CacheSloughComplex
EDSM,18-07-SRU02,38.31537,-121.57712,CacheSloughComplex
EDSM,19-50-LSSC03,38.31564,-121.651,CacheSloughComplex
EDSM,20-03-CS05,38.31608,-121.65495,CacheSloughComplex
EDSM,20-16-CS05,38.31608,-121.69306,CacheSloughComplex
EDSM,20-17-LSSC02,38.31624,-121.65196,CacheSloughComplex
EDSM,19-32-CS01,38.31694,-121.69277,CacheSloughComplex
EDSM,19-23-CS01,38.3174,-121.65458,CacheSloughComplex
EDSM,19-19-LSSC02,38.31766,-121.65116,CacheSloughComplex
EDSM,18-14-CS01,38.31794,-121.65145,CacheSloughComplex
EDSM,20-08-CS01,38.31799,-121.65439,CacheSloughComplex
EDSM,19-13-CS04,38.31848,-121.6673,CacheSloughComplex
EDSM,19-52-CS01,38.31856,-121.69288,CacheSloughComplex
EDSM,19-26-CS01,38.31857,-121.66711,CacheSloughComplex
EDSM,19-12-CS01,38.31944,-121.69264,CacheSloughComplex
EDSM,18-50-CS05,38.31965,-121.65413,CacheSloughComplex
EDSM,19-24-CS01,38.31973,-121.6934,CacheSloughComplex
EDSM,19-22-LSSC02,38.3198,-121.65086,CacheSloughComplex
EDSM,20-12-CS01,38.32033,-121.66717,CacheSloughComplex
EDSM,19-17-CS05,38.32171,-121.69141,CacheSloughComplex
EDSM,19-30-CS01,38.32171,-121.69173,CacheSloughComplex
EDSM,20-04-CS05,38.32199,-121.65361,CacheSloughComplex
EDSM,19-33-CS01,38.32201,-121.65367,CacheSloughComplex
EDSM,20-12-CS05,38.32239,-121.69299,CacheSloughComplex
EDSM,20-08-CS05,38.32271,-121.68479,CacheSloughComplex
EDSM,19-51-LSSC03,38.32286,-121.65022,CacheSloughComplex
EDSM,19-09-CS01,38.32325,-121.69355,CacheSloughComplex
EDSM,19-11-CS01,38.32349,-121.65328,CacheSloughComplex
EDSM,18-52-CS05,38.32412,-121.69355,CacheSloughComplex
EDSM,20-11-CS01,38.32475,-121.66749,CacheSloughComplex
EDSM,20-18-CS01,38.32523,-121.66732,CacheSloughComplex
EDSM,18-04-SRU01,38.32579,-121.58519,CacheSloughComplex
EDSM,19-17-CS01,38.32649,-121.65253,CacheSloughComplex
EDSM,19-09-LSSC04,38.32701,-121.64871,CacheSloughComplex
EDSM,20-12-LSSC04,38.32788,-121.64879,CacheSloughComplex
EDSM,18-29-LSSC02,38.32833,-121.64812,CacheSloughComplex
EDSM,19-13-CS01,38.32856,-121.66735,CacheSloughComplex
EDSM,CS102,38.32860963,-121.6491275,CacheSloughComplex
EDSM,19-05-LSSC05,38.32902,-121.64791,CacheSloughComplex
EDSM,19-34-CS01,38.33006,-121.65161,CacheSloughComplex
EDSM,19-49-LSSC02,38.33051,-121.64879,CacheSloughComplex
EDSM,20-13-CS06,38.33105,-121.66717,CacheSloughComplex
EDSM,19-22-CS01,38.3315,-121.65129,CacheSloughComplex
EDSM,19-11-LSSC05,38.33157,-121.64795,CacheSloughComplex
EDSM,20-02-LSSC02,38.33193,-121.64839,CacheSloughComplex
EDSM,19-29-LSSC03,38.33209,-121.6475,CacheSloughComplex
EDSM,18-02-CS01,38.33243,-121.64794,CacheSloughComplex
EDSM,19-14-LSSC01,38.33246,-121.64707,CacheSloughComplex
EDSM,19-04-CS02,38.33248,-121.65105,CacheSloughComplex
EDSM,18-12-CS01,38.33264,-121.65104,CacheSloughComplex
EDSM,19-29-CS01,38.33361,-121.6509,CacheSloughComplex
FMWT,719,38.33428,-121.64733,CacheSloughComplex
Townet,719,38.33428,-121.64733,CacheSloughComplex
EDSM,19-12-CS05,38.33447,-121.66717,LowerYolo
EDSM,18-51-CS05,38.3349,-121.66741,LowerYolo
EDSM,20-10-CS01,38.33616,-121.66872,LowerYolo
EDSM,19-15-LSSC03,38.33664,-121.6469,LowerYolo
EDSM,18-07-CS01,38.33697,-121.64614,LowerYolo
EDSM,19-19-LSSC03,38.33847,-121.64627,LowerYolo
EDSM,20-17-LSSC05,38.3393,-121.64624,LowerYolo
EDSM,18-15-CS01,38.34019,-121.64465,LowerYolo
EDSM,19-28-LSSC02,38.34126,-121.64467,LowerYolo
EDSM,19-25-LSSC03,38.34129,-121.6452,LowerYolo
EDSM,20-18-LSSC03,38.34241,-121.64413,LowerYolo
EDSM,18-53-CS06,38.34436,-121.64684,LowerYolo
EDSM,19-08-LSSC03,38.3455,-121.64266,LowerYolo
EDSM,18-32-SRU01,38.34642,-121.54541,LowerYolo
EDSM,19-04-LSSC05,38.34796,-121.64151,LowerYolo
EDSM,19-30-LSSC02,38.34968,-121.64125,LowerYolo
EDSM,17-49-CS01,38.34999,-121.64097,LowerYolo
EDSM,17-50-CS01,38.35018,-121.6405,LowerYolo
EDSM,20-07-LSSC03,38.35041,-121.64092,LowerYolo
EDSM,19-27-LSSC03,38.35058,-121.64057,LowerYolo
Yolo,STTD,38.353383,-121.643181,LowerYolo
EDSM,20-12-LSSC01,38.35352,-121.6389,LowerYolo
Yolo,BL4,38.35496,-121.6422,LowerYolo
EDSM,19-16-LSSC03,38.35505,-121.63896,LowerYolo
EDSM,20-08-LSSC05,38.35645,-121.63716,LowerYolo
EDSM,19-07-LSSC02,38.35648,-121.63838,LowerYolo
EDSM,20-06-LSSC04,38.35687,-121.63765,LowerYolo
EDSM,19-49-LSSC01,38.35765,-121.63684,LowerYolo
EDSM,18-23-LSSC01,38.35807,-121.63643,LowerYolo
EDSM,SRU103,38.35853972,-121.5262442,LowerYolo
EDSM,18-19-SRU01,38.36013,-121.52365,LowerYolo
EDSM,19-13-LSSC03,38.36149,-121.63544,LowerYolo
EDSM,18-04-CS01,38.36199,-121.63456,LowerYolo
EDSM,19-09-LSSC05,38.36637,-121.63373,LowerYolo
EDSM,20-16-LSSC02,38.36645,-121.63242,LowerYolo
EDSM,19-50-LSSC05,38.36716,-121.63356,LowerYolo
EDSM,19-02-CS06,38.3674,-121.63679,LowerYolo
EDSM,CS52,38.36741,-121.63323,LowerYolo
EDSM,19-14-LSSC02,38.36819,-121.63218,LowerYolo
EDSM,19-08-LSSC05,38.36855,-121.63153,LowerYolo
EDSM,18-17-CS01,38.36864,-121.63186,LowerYolo
EDSM,19-24-LSSC01,38.36951,-121.631,LowerYolo
EDSM,20-17-LSSC03,38.37005,-121.63223,LowerYolo
EDSM,19-03-LSSC01,38.37037,-121.63152,LowerYolo
EDSM,18-10-CS01,38.37372,-121.62965,LowerYolo
EDSM,19-35-CS02,38.37373,-121.63389,LowerYolo
EDSM,19-50-LSSC02,38.37447,-121.62987,LowerYolo
EDSM,18-06-CS01,38.37453,-121.62925,LowerYolo
EDSM,19-28-LSSC03,38.37506,-121.62856,LowerYolo
EDSM,20-10-LSSC02,38.37513,-121.62909,LowerYolo
EDSM,17-51-CS01,38.37594,-121.62876,LowerYolo
EDSM,19-07-LSSC06,38.37611,-121.62819,LowerYolo
EDSM,20-12-LSSC05,38.37769,-121.62783,LowerYolo
EDSM,18-18-CS01,38.37931,-121.63114,LowerYolo
EDSM,18-16-SRU01,38.38289,-121.51974,LowerYolo
DJFMP,SR043W,38.38304913,-121.5208997,LowerYolo
EDSM,19-52-LSSC03,38.3834,-121.6257,LowerYolo
EDSM,17-52-SSC01,38.38348,-121.62487,LowerYolo
EDSM,19-08-CS01,38.3835,-121.62928,LowerYolo
EDSM,18-09-SSC02,38.38434,-121.6249,LowerYolo
EDSM,20-03-CS01,38.38487,-121.62863,LowerYolo
EDSM,19-02-LSSC02,38.38578,-121.62494,LowerYolo
EDSM,18-06-SSC02,38.38622,-121.6236,LowerYolo
EDSM,19-12-LSSC04,38.38624,-121.62434,LowerYolo
EDSM,18-03-SSC02,38.38645,-121.62388,LowerYolo
EDSM,19-06-LSSC04,38.38761,-121.62313,LowerYolo
EDSM,19-49-LSSC05,38.38795,-121.6235,LowerYolo
EDSM,17-49-SSC02,38.38801,-121.62385,LowerYolo
EDSM,20-09-LSSC04,38.38824,-121.62349,LowerYolo
EDSM,19-31-LSSC02,38.38879,-121.62286,LowerYolo
Yolo,BL3,38.38939,-121.626278,LowerYolo
EDSM,19-10-LSSC01,38.38976,-121.62311,LowerYolo
EDSM,18-07-SSC02,38.38984,-121.62236,LowerYolo
EDSM,18-16-SSC02,38.39012,-121.62262,LowerYolo
EDSM,18-14-SSC01,38.39129,-121.62165,LowerYolo
EDSM,18-10-SSC01,38.39223,-121.62534,LowerYolo
EDSM,18-05-SSC01,38.39289,-121.62119,LowerYolo
EDSM,19-09-LSSC02,38.39376,-121.62058,LowerYolo
EDSM,18-11-SSC01,38.39497,-121.62065,LowerYolo
EDSM,18-04-SSC02,38.39524,-121.61968,LowerYolo
EDSM,20-11-LSSC04,38.39554,-121.62026,LowerYolo
EDSM,18-49-LSSC03,38.3957,-121.61898,LowerYolo
EDSM,18-12-SSC02,38.39673,-121.61968,LowerYolo
EDSM,18-28-LSSC01,38.39829,-121.61852,LowerYolo
EDSM,18-14-SRU01,38.39937,-121.51397,LowerYolo
EDSM,20-13-LSSC02,38.40027,-121.61815,LowerYolo
EDSM,19-17-LSSC03,38.4009,-121.61767,LowerYolo
EDSM,19-29-LSSC02,38.40096,-121.61692,LowerYolo
EDSM,19-04-LSSC03,38.40101,-121.61782,LowerYolo
EDSM,18-27-SRU01,38.40139,-121.51283,LowerYolo
EDSM,18-01-SSC02,38.40177,-121.61658,LowerYolo
EDSM,20-18-LSSC01,38.40192,-121.61699,LowerYolo
EDSM,17-49-SRU01,38.40319,-121.51432,LowerYolo
FMWT,797,38.40462,-121.6156,LowerYolo
Townet,797,38.40462,-121.6156,LowerYolo
EDSM,19-33-LSSC01,38.40531,-121.61593,LowerYolo
EDSM,18-12-SSC01,38.40608,-121.61886,LowerYolo
EDSM,18-22-LSSC01,38.40648,-121.61448,LowerYolo
EDSM,19-08-LSSC02,38.4075,-121.6135,LowerYolo
EDSM,19-11-LSSC03,38.40793,-121.61381,LowerYolo
EDSM,17-52-SSC02,38.40799,-121.61381,LowerYolo
EDSM,18-23-SRU02,38.41017,-121.51797,LowerYolo
EDSM,17-51-SRU01,38.41098,-121.51881,LowerYolo
EDSM,20-07-LSSC01,38.41114,-121.61285,LowerYolo
EDSM,20-03-LSSC02,38.41231,-121.61233,LowerYolo
EDSM,20-04-LSSC02,38.41383,-121.61096,LowerYolo
EDSM,19-53-LSSC02,38.4142,-121.61171,LowerYolo
EDSM,20-14-LSSC02,38.41428,-121.61128,LowerYolo
EDSM,19-14-LSSC06,38.41457,-121.61108,LowerYolo
EDSM,18-23-LSSC03,38.41472,-121.61094,LowerYolo
EDSM,SRU101,38.4156169,-121.5214135,LowerYolo
EDSM,20-04-CS01,38.41605,-121.61424,LowerYolo
EDSM,19-21-LSSC02,38.41719,-121.60953,LowerYolo
EDSM,20-18-CS05,38.42047,-121.61456,LowerYolo
EDSM,18-52-LSSC05,38.42103,-121.60749,LowerYolo
EDSM,18-26-LSSC01,38.42112,-121.60793,LowerYolo
EDSM,18-11-SSC02,38.42145,-121.60781,LowerYolo
EDSM,18-05-SSC02,38.42183,-121.60731,LowerYolo
EDSM,18-50-LSSC01,38.42217,-121.60752,LowerYolo
EDSM,18-34-SRU01,38.4223,-121.5268,LowerYolo
EDSM,18-24-SRU01,38.42244,-121.52719,LowerYolo
EDSM,18-51-LSSC04,38.42291,-121.60767,LowerYolo
EDSM,18-10-SSC02,38.42356,-121.60609,LowerYolo
EDSM,17-49-SSC01,38.42364,-121.60734,LowerYolo
EDSM,19-34-LSSC02,38.42408,-121.60614,LowerYolo
EDSM,18-52-LSSC02,38.42501,-121.60663,LowerYolo
EDSM,19-50-CS06,38.42606,-121.61167,LowerYolo
EDSM,19-11-LSSC06,38.42769,-121.60461,LowerYolo
EDSM,20-15-LSSC02,38.42803,-121.60538,LowerYolo
EDSM,20-14-LSSC05,38.43035,-121.60382,LowerYolo
EDSM,20-05-LSSC03,38.43063,-121.60392,LowerYolo
EDSM,19-20-LSSC03,38.43106,-121.60275,LowerYolo
Yolo,BL2,38.43189,-121.607053,LowerYolo
EDSM,20-08-LSSC02,38.4327,-121.60324,LowerYolo
EDSM,20-03-LSSC05,38.43413,-121.60121,LowerYolo
EDSM,18-12-SRU01,38.43438,-121.52703,LowerYolo
EDSM,18-33-SRU02,38.43454,-121.52706,LowerYolo
EDSM,19-06-LSSC01,38.43457,-121.60128,LowerYolo
EDSM,18-30-SRU02,38.43516,-121.51938,LowerYolo
EDSM,19-53-LSSC05,38.43663,-121.60033,LowerYolo
EDSM,17-52-SRU02,38.43674,-121.50781,LowerYolo
Yolo,Alt_Fyke,38.436971,-121.604878,LowerYolo
EDSM,17-51-SSC02,38.43736,-121.60079,LowerYolo
EDSM,19-05-LSSC03,38.43834,-121.60001,LowerYolo
EDSM,18-02-SRU02,38.43839,-121.50669,LowerYolo
EDSM,18-33-SRU01,38.43851,-121.50578,LowerYolo
EDSM,20-16-LSSC05,38.43895,-121.60021,LowerYolo
EDSM,19-04-LSSC06,38.43952,-121.59868,LowerYolo
EDSM,19-15-LSSC01,38.44046,-121.59932,LowerYolo
EDSM,20-15-CS06,38.44103,-121.60302,LowerYolo
EDSM,20-11-LSSC02,38.44178,-121.59906,LowerYolo
EDSM,19-08-CS05,38.44471,-121.60135,LowerYolo
EDSM,19-25-LSSC02,38.44491,-121.59756,LowerYolo
EDSM,17-50-SSC02,38.44548,-121.59642,LowerYolo
EDSM,18-34-LSSC02,38.44592,-121.59706,LowerYolo
EDSM,20-04-LSSC05,38.44709,-121.59573,LowerYolo
EDSM,18-51-LSSC01,38.44732,-121.59549,LowerYolo
EDSM,20-13-LSSC06,38.44735,-121.59628,LowerYolo
EDSM,18-33-LSSC03,38.44955,-121.59488,LowerYolo
EDSM,18-14-SSC02,38.4496,-121.5945,LowerYolo
EDSM,18-50-CS01,38.45129,-121.59819,LowerYolo
EDSM,19-17-LSSC02,38.45239,-121.59285,LowerYolo
EDSM,18-24-SRU02,38.45411,-121.50167,LowerYolo
EDSM,19-07-LSSC03,38.45551,-121.59274,LowerYolo
EDSM,19-52-LSSC02,38.45659,-121.59103,LowerYolo
EDSM,19-12-LSSC03,38.4574,-121.59064,LowerYolo
EDSM,20-13-LSSC04,38.45791,-121.59099,LowerYolo
EDSM,18-30-LSSC01,38.45904,-121.5896,LowerYolo
EDSM,20-12-LSSC03,38.45964,-121.59039,LowerYolo
EDSM,18-25-LSSC01,38.46183,-121.58866,LowerYolo
EDSM,SSC51,38.4625,-121.5887,LowerYolo
EDSM,19-22-LSSC01,38.46262,-121.58813,LowerYolo
EDSM,18-49-LSSC02,38.4652,-121.58722,LowerYolo
EDSM,18-15-SSC02,38.46523,-121.58752,LowerYolo
EDSM,19-49-LSSC03,38.46571,-121.58771,LowerYolo
EDSM,19-51-LSSC02,38.46605,-121.5871,LowerYolo
Yolo,BL1,38.46681,-121.590851,LowerYolo
Yolo,PCS,38.466958,-121.590934,LowerYolo
EDSM,18-15-SRU01,38.46698,-121.50471,LowerYolo
EDSM,19-01-LSSC01,38.46798,-121.58648,LowerYolo
EDSM,18-18-SRU01,38.46824,-121.50429,LowerYolo
EDSM,18-28-SRU02,38.46935,-121.50577,LowerYolo
EDSM,19-14-LSSC03,38.4699,-121.58547,LowerYolo
EDSM,19-33-LSSC03,38.47054,-121.58499,LowerYolo
EDSM,20-06-LSSC03,38.47093,-121.5845,LowerYolo
EDSM,SSC1,38.4709443,-121.5845525,LowerYolo
EDSM,18-13-SRU01,38.47152,-121.50547,LowerYolo
EDSM,18-17-SSC02,38.47213,-121.58515,LowerYolo
FMWT,796,38.47387,-121.5844,LowerYolo
Townet,796,38.47387,-121.5844,LowerYolo
EDSM,SRU105,38.47399919,-121.5334248,LowerYolo
EDSM,20-09-LSSC01,38.47405,-121.58442,LowerYolo
Yolo,LIHF,38.47417,-121.588083,LowerYolo
Yolo,LIHFS,38.47417,-121.588083,LowerYolo
EDSM,18-28-SRU01,38.47491,-121.53991,CentralYolo
EDSM,20-10-USSC03,38.47498,-121.58469,CentralYolo
Yolo,LI,38.47621,-121.588541,CentralYolo
DJFMP,SR049E,38.47805124,-121.543378,CentralYolo
EDSM,19-53-USSC01,38.48014,-121.58477,CentralYolo
EDSM,20-06-USSC01,38.48043,-121.58403,CentralYolo
EDSM,18-23-SRU01,38.48135,-121.54859,CentralYolo
EDSM,20-04-USSC01,38.48471,-121.58434,CentralYolo
EDSM,19-27-USSC01,38.48569,-121.58479,CentralYolo
EDSM,19-14-USSC01,38.48576,-121.5845,CentralYolo
EDSM,19-01-USSC03,38.48586,-121.58477,CentralYolo
EDSM,20-11-USSC02,38.48892,-121.58518,CentralYolo
EDSM,20-12-USSC01,38.48975,-121.58387,CentralYolo
EDSM,18-08-SSC02,38.49083,-121.58495,CentralYolo
EDSM,19-07-USSC01,38.49184,-121.58388,CentralYolo
EDSM,19-52-USSC02,38.49191,-121.58468,CentralYolo
EDSM,19-32-USSC01,38.49206,-121.58444,CentralYolo
EDSM,19-23-USSC01,38.49232,-121.58482,CentralYolo
EDSM,18-35-SRU02,38.49256,-121.55498,CentralYolo
EDSM,20-09-USSC02,38.49334,-121.58404,CentralYolo
EDSM,20-10-USSC01,38.49418,-121.58452,CentralYolo
Yolo,AL4,38.49439,-121.588583,CentralYolo
EDSM,19-15-USSC02,38.49457,-121.58529,CentralYolo
EDSM,18-02-SSC02,38.49581,-121.58485,CentralYolo
EDSM,18-34-SRU02,38.4968,-121.55795,CentralYolo
EDSM,19-51-USSC02,38.49685,-121.58452,CentralYolo
EDSM,19-09-USSC01,38.49806,-121.58527,CentralYolo
EDSM,19-13-USSC01,38.49861,-121.5844,CentralYolo
EDSM,19-34-USSC01,38.50048,-121.58467,CentralYolo
EDSM,19-02-USSC02,38.50055,-121.58523,CentralYolo
EDSM,19-12-USSC01,38.50071,-121.58518,CentralYolo
EDSM,20-03-USSC01,38.50154,-121.58474,CentralYolo
EDSM,18-24-USSC01,38.50267,-121.58434,CentralYolo
EDSM,19-50-USSC01,38.50718,-121.58481,CentralYolo
EDSM,20-07-USSC02,38.50811,-121.58443,CentralYolo
EDSM,18-21-USSC01,38.5095,-121.58472,CentralYolo
EDSM,18-31-USSC01,38.50994,-121.58398,CentralYolo
EDSM,20-18-USSC02,38.51061,-121.58383,CentralYolo
EDSM,19-04-USSC01,38.510980000000004,-121.58393,CentralYolo
EDSM,20-15-USSC01,38.51238,-121.58508,CentralYolo
EDSM,19-10-USSC03,38.51273,-121.58503,CentralYolo
EDSM,18-01-SSC03,38.51274,-121.58413,CentralYolo
EDSM,19-35-USSC01,38.51406,-121.58512,CentralYolo
EDSM,18-33-USSC01,38.51414,-121.58505,CentralYolo
EDSM,18-10-SRU01,38.51516,-121.54954,CentralYolo
EDSM,18-13-SSC02,38.51533,-121.58502,CentralYolo
EDSM,18-17-SRU02,38.51559,-121.54694,CentralYolo
EDSM,18-22-USSC01,38.51568,-121.58458,CentralYolo
EDSM,18-05-SRU01,38.51638,-121.53849,CentralYolo
EDSM,18-06-SRU01,38.5175,-121.53597,CentralYolo
Yolo,AL3,38.5185,-121.588623,CentralYolo
EDSM,20-02-USSC02,38.52058,-121.5842,CentralYolo
EDSM,20-16-USSC01,38.5224,-121.58534,CentralYolo
EDSM,19-10-USSC01,38.5235,-121.58421,CentralYolo
EDSM,18-28-USSC01,38.52454,-121.58386,CentralYolo
EDSM,18-50-USSC01,38.52619,-121.5848,CentralYolo
Yolo,AL2,38.52806,-121.588639,CentralYolo
EDSM,18-23-USSC01,38.52999,-121.58438,CentralYolo
EDSM,18-17-SSC01,38.53178,-121.58531,CentralYolo
EDSM,18-20-USSC02,38.53298,-121.58429,CentralYolo
EDSM,18-08-SSC01,38.53344,-121.58447,CentralYolo
EDSM,19-06-USSC01,38.53403,-121.58472,CentralYolo
EDSM,20-05-USSC01,38.53494,-121.58455,CentralYolo
EDSM,18-08-SRU01,38.53533,-121.51826,CentralYolo
EDSM,20-15-USSC03,38.53602,-121.58453,CentralYolo
EDSM,19-21-USSC01,38.53616,-121.5853,CentralYolo
EDSM,19-18-USSC02,38.53659,-121.58414,CentralYolo
EDSM,SSC52,38.53688,-121.58433,CentralYolo
EDSM,18-15-SSC01,38.53726,-121.58475,CentralYolo
EDSM,18-24-USSC02,38.53764,-121.58473,CentralYolo
FMWT,795,38.5377,-121.58468,CentralYolo
Townet,795,38.5377,-121.58468,CentralYolo
EDSM,20-14-USSC01,38.5409,-121.58373,CentralYolo
EDSM,20-14-USSC01,38.54094,-121.58373,CentralYolo
EDSM,19-08-USSC01,38.54117,-121.58439,CentralYolo
EDSM,18-51-USSC01,38.54171,-121.58493,CentralYolo
EDSM,19-10-USSC02,38.5433,-121.58461,CentralYolo
Yolo,AL1,38.5445,-121.586639,CentralYolo
EDSM,19-18-USSC04,38.54452,-121.58375,CentralYolo
EDSM,19-03-USSC02,38.54604,-121.58294,CentralYolo
EDSM,20-05-USSC03,38.5471,-121.58208,CentralYolo
EDSM,20-17-USSC01,38.54815,-121.58161,CentralYolo
EDSM,18-35-SRU01,38.54927,-121.51305,CentralYolo
EDSM,18-18-SSC02,38.55313,-121.57767,CentralYolo
EDSM,20-08-USSC01,38.55511,-121.57509,CentralYolo
EDSM,18-35-USSC01,38.55544,-121.57413,CentralYolo
EDSM,19-09-USSC02,38.55563,-121.57445,CentralYolo
EDSM,18-25-USSC01,38.55576,-121.57537,CentralYolo
EDSM,20-18-USSC03,38.55578,-121.57619,CentralYolo
EDSM,18-07-SSC01,38.5563,-121.57442,CentralYolo
EDSM,20-05-USSC04,38.55666,-121.57333,CentralYolo
EDSM,19-24-USSC01,38.55729,-121.57184,CentralYolo
EDSM,18-20-USSC01,38.55746,-121.57127,CentralYolo
EDSM,19-17-USSC02,38.55813,-121.5708,CentralYolo
EDSM,19-35-USSC02,38.55927,-121.56516,CentralYolo
EDSM,19-52-USSC01,38.55955,-121.56675,CentralYolo
EDSM,19-05-USSC01,38.55998,-121.56437,CentralYolo
EDSM,20-02-USSC03,38.56001,-121.56602,CentralYolo
EDSM,19-11-USSC01,38.56065,-121.55863,CentralYolo
EDSM,17-50-SSC01,38.56067,-121.5641,CentralYolo
EDSM,18-32-USSC01,38.56071,-121.55602,CentralYolo
EDSM,18-04-SSC01,38.56078,-121.54666,CentralYolo
EDSM,20-07-USSC01,38.56085,-121.56066,CentralYolo
EDSM,19-15-USSC01,38.56092,-121.55891,CentralYolo
EDSM,19-18-USSC01,38.56092,-121.55411,CentralYolo
EDSM,19-12-USSC02,38.56094,-121.55672,CentralYolo
EDSM,18-13-SSC01,38.56095,-121.55775,CentralYolo
EDSM,20-18-USSC01,38.56107,-121.54534,CentralYolo
EDSM,18-18-SSC01,38.56108,-121.54475,CentralYolo
EDSM,20-11-USSC03,38.56116,-121.55082,CentralYolo
EDSM,18-06-SSC01,38.5612,-121.55367,CentralYolo
EDSM,18-02-SSC01,38.56124,-121.54269,CentralYolo
EDSM,20-02-USSC01,38.56126,-121.54791,CentralYolo
EDSM,18-52-USSC01,38.56137,-121.54776,CentralYolo
EDSM,20-10-USSC02,38.5614,-121.55168,CentralYolo
EDSM,18-09-SSC01,38.56143,-121.5419,CentralYolo
EDSM,18-16-SSC01,38.56146,-121.54036,CentralYolo
EDSM,19-18-USSC03,38.56151,-121.54593,CentralYolo
EDSM,19-02-USSC01,38.5616,-121.54281,CentralYolo
EDSM,19-51-USSC01,38.56163,-121.55257,CentralYolo
EDSM,19-17-USSC01,38.56165,-121.55428,CentralYolo
EDSM,19-03-USSC03,38.56167,-121.55765,CentralYolo
EDSM,18-30-USSC01,38.5617,-121.54029,CentralYolo
EDSM,20-09-USSC01,38.56172,-121.55556,CentralYolo
EDSM,18-29-USSC01,38.56184,-121.5534,CentralYolo
EDSM,19-15-USSC03,38.56199,-121.54879,CentralYolo
EDSM,20-12-USSC02,38.56213,-121.54937,CentralYolo
EDSM,17-51-SSC01,38.56251,-121.55439,CentralYolo
EDSM,19-31-USSC01,38.56253,-121.55184,CentralYolo
EDSM,19-03-USSC01,38.56263,-121.55488,CentralYolo
EDSM,18-26-USSC01,38.56274,-121.54804,CentralYolo
EDSM,19-19-USSC01,38.5629,-121.5551,CentralYolo
EDSM,19-23-USSC02,38.56343,-121.55407,CentralYolo
EDSM,20-06-USSC02,38.56344,-121.55067,CentralYolo
EDSM,19-22-USSC01,38.56347,-121.55068,CentralYolo
EDSM,20-07-USSC03,38.56353,-121.55152,CentralYolo
EDSM,18-49-USSC01,38.56399,-121.55236,CentralYolo
EDSM,19-10-USSC04,38.56403,-121.55063,CentralYolo
